S.L No,CustomerID,Gender,Location,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,GST,Offline_Spend,Online_Spend,Month,Discount_pct
151,14307,F,California,17020,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,4500,2928.55,1,10
152,14307,F,California,17021,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,4500,2928.55,1,10
153,14307,F,California,17022,4-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,122.77,6.5,0.1,4500,2928.55,1,10
154,14307,F,California,17022,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,4500,2928.55,1,10
155,14307,F,California,17022,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,4500,2928.55,1,10
156,17908,F,California,17023,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,4500,2928.55,1,10
157,17908,F,California,17024,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,4500,2928.55,1,10
158,17908,F,California,17025,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,4500,2928.55,1,10
159,17908,F,California,17026,4-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,4500,2928.55,1,10
160,17908,F,California,17031,4-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,4500,2928.55,1,10
161,17908,F,California,17034,4-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,4500,2928.55,1,10
162,17908,F,California,17035,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,3,122.77,6.5,0.1,4500,2928.55,1,10
163,17908,F,California,17038,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,4500,2928.55,1,10
164,17908,F,California,17039,4-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,4500,2928.55,1,10
165,17908,F,California,17040,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,4500,2928.55,1,10
166,17908,F,California,17044,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,4500,2928.55,1,10
167,17908,F,California,17046,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,4500,2928.55,1,10
168,17908,F,California,17049,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,4500,2928.55,1,10
169,17908,F,California,17054,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,4500,2928.55,1,10
170,17908,F,California,17055,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,4500,2928.55,1,10
171,17908,F,California,17056,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,4500,2928.55,1,10
172,17908,F,California,17057,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,4500,2928.55,1,10
173,17908,F,California,17057,4-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,0.1,4500,2928.55,1,10
174,17908,F,California,17060,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,4500,2928.55,1,10
175,17908,F,California,17061,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,4500,2928.55,1,10
176,17908,F,California,17063,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,4500,2928.55,1,10
177,17908,F,California,17064,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,4500,2928.55,1,10
178,17920,F,California,17066,4-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,4500,2928.55,1,10
179,17920,F,California,17068,4-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,4500,2928.55,1,10
180,17920,F,California,17068,4-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,0.1,4500,2928.55,1,10
181,17920,F,California,17072,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,4500,2928.55,1,10
182,17920,F,California,17073,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,4500,2928.55,1,10
183,17920,F,California,17074,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,4500,2928.55,1,10
184,17920,F,California,17074,4-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,81.5,6.5,0.1,4500,2928.55,1,10
185,17920,F,California,17075,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,4500,2928.55,1,10
186,17920,F,California,17076,4-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,4500,2928.55,1,10
187,17920,F,California,17077,4-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,4500,2928.55,1,10
188,17920,F,California,17082,4-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,4500,2928.55,1,10
189,17920,F,California,17083,4-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,205.3,6.5,0.1,4500,2928.55,1,10
190,17920,F,California,17084,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,4500,2928.55,1,10
191,17920,F,California,17085,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,4500,2928.55,1,10
192,17920,F,California,17087,4-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,0.1,4500,2928.55,1,10
193,17920,F,California,17088,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,4500,2928.55,1,10
194,17920,F,California,17090,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,4500,2928.55,1,10
195,17920,F,California,17094,4-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,122.77,6.5,0.1,4500,2928.55,1,10
196,17920,F,California,17094,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,4500,2928.55,1,10
197,17920,F,California,17095,4-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,4500,2928.55,1,10
198,17920,F,California,17096,4-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,4500,2928.55,1,10
199,17850,M,Chicago,18018,16-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,4,122.77,6.5,0.1,3000,3727.61,1,10
200,17850,M,Chicago,18020,16-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,3727.61,1,10
201,13065,F,Chicago,17949,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
202,14606,F,Chicago,17954,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
203,14606,F,Chicago,17955,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
204,14606,F,Chicago,17956,16-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,102.13,6.5,0.1,3000,3727.61,1,10
205,14606,F,Chicago,17957,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
206,14606,F,Chicago,17959,16-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,102.13,6.5,0.1,3000,3727.61,1,10
207,14606,F,Chicago,17960,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
208,14606,F,Chicago,17961,16-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,4,122.77,6.5,0.1,3000,3727.61,1,10
209,14606,F,Chicago,17962,16-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,102.13,6.5,0.1,3000,3727.61,1,10
210,14606,F,Chicago,17965,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
211,14606,F,Chicago,17967,16-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,3727.61,1,10
212,14606,F,Chicago,17970,16-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,3000,3727.61,1,10
213,14606,F,Chicago,17971,16-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,3727.61,1,10
214,14606,F,Chicago,17973,16-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,3727.61,1,10
215,14606,F,Chicago,17974,16-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,0.1,3000,3727.61,1,10
216,14606,F,Chicago,17975,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
217,14606,F,Chicago,17976,16-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,3727.61,1,10
218,14606,F,Chicago,17976,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
219,14606,F,Chicago,17978,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
220,14606,F,Chicago,17983,16-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,0.1,3000,3727.61,1,10
221,14606,F,Chicago,17983,16-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,81.5,6.5,0.1,3000,3727.61,1,10
222,14606,F,Chicago,17984,16-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,122.77,6.5,0.1,3000,3727.61,1,10
223,13576,M,New York,17988,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,3000,3727.61,1,10
224,13576,M,New York,17994,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
225,13576,M,New York,17995,16-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,3727.61,1,10
226,18011,M,California,17996,16-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,0.1,3000,3727.61,1,10
227,18011,M,California,17996,16-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,0.1,3000,3727.61,1,10
228,18011,M,California,17998,16-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,3727.61,1,10
229,18011,M,California,18001,16-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,3727.61,1,10
230,18011,M,California,18002,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
231,18011,M,California,18004,16-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,0.1,3000,3727.61,1,10
232,18011,M,California,18005,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
233,18011,M,California,18006,16-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,3727.61,1,10
234,18011,M,California,18007,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
235,18011,M,California,18008,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
236,13090,M,New Jersey,18011,16-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,3000,3727.61,1,10
237,13090,M,New Jersey,18012,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
238,13090,M,New Jersey,18012,16-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,81.5,6.5,0.1,3000,3727.61,1,10
239,15694,F,New York,18013,16-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2,81.5,6.5,0.1,3000,3727.61,1,10
240,15694,F,New York,18014,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
241,15694,F,New York,18015,16-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,3727.61,1,10
242,15694,F,New York,18015,16-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,3727.61,1,10
243,15694,F,New York,18015,16-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,3727.61,1,10
244,17850,M,Chicago,18021,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
245,17850,M,Chicago,18022,17-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,0.1,3000,417.73,1,10
246,17850,M,Chicago,18023,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
247,17850,M,Chicago,18025,17-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,0.1,3000,417.73,1,10
248,17850,M,Chicago,18027,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
249,17850,M,Chicago,18029,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,4,122.77,6.5,0.1,3000,417.73,1,10
250,17850,M,Chicago,18030,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
251,17850,M,Chicago,18034,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
252,17850,M,Chicago,18035,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,3000,417.73,1,10
253,17850,M,Chicago,18036,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
254,17850,M,Chicago,18073,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
255,17850,M,Chicago,18074,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
256,17850,M,Chicago,18076,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
257,17850,M,Chicago,18076,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
258,17850,M,Chicago,18077,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
259,17850,M,Chicago,18077,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
260,17850,M,Chicago,18078,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
261,17850,M,Chicago,18080,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
262,17850,M,Chicago,18095,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
263,17850,M,Chicago,18096,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
264,17850,M,Chicago,18097,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,122.77,6.5,0.1,3000,417.73,1,10
265,17850,M,Chicago,18097,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,3000,417.73,1,10
266,17850,M,Chicago,18101,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
267,14741,M,California,18037,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,122.77,6.5,0.1,3000,417.73,1,10
268,14741,M,California,18037,17-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,0.1,3000,417.73,1,10
269,14741,M,California,18039,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
270,13715,M,California,18047,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
271,13715,M,California,18048,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
272,13715,M,California,18049,17-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,81.5,6.5,0.1,3000,417.73,1,10
273,13715,M,California,18050,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
274,13715,M,California,18051,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
275,13715,M,California,18052,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
276,13715,M,California,18052,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
277,13715,M,California,18053,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
278,13715,M,California,18054,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
279,13715,M,California,18055,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
280,17732,F,Chicago,18057,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
281,17732,F,Chicago,18059,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
282,17732,F,Chicago,18060,17-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,4,81.5,6.5,0.1,3000,417.73,1,10
283,17732,F,Chicago,18062,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
284,17732,F,Chicago,18063,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
285,17732,F,Chicago,18067,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,3000,417.73,1,10
286,17732,F,Chicago,18069,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
287,17732,F,Chicago,18069,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
288,12855,F,New York,18069,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,3000,417.73,1,10
289,12855,F,New York,18070,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,4,122.77,6.5,0.1,3000,417.73,1,10
290,12855,F,New York,18071,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
291,15752,F,New York,18090,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
292,15752,F,New York,18090,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,3,122.77,6.5,0.1,3000,417.73,1,10
293,15752,F,New York,18091,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,3000,417.73,1,10
294,15752,F,New York,18092,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
295,15752,F,New York,18092,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
296,15752,F,New York,18093,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
297,17855,F,New York,18103,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
298,17855,F,New York,18104,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
299,17855,F,New York,18105,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
300,17855,F,New York,18106,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
301,17855,F,New York,18106,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
302,17855,F,New York,18106,17-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,0.1,3000,417.73,1,10
303,17855,F,New York,18111,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
304,17855,F,New York,18111,17-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,3000,417.73,1,10
305,13941,F,New York,18117,17-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,417.73,1,10
306,13941,F,New York,18118,17-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,417.73,1,10
